contigName	sample1	sample2	sample3
k99_6055	81.8126	79.9485	107.631
k99_6060	83.3582	84.9749	110.557
k99_6062	70.5375	63.78	44.7958
k99_6064	85.0601	83.7027	109.572
k99_6065	20.739	33.5564	77.6529
k99_6067	86.8625	86.3344	104.946
k99_6072	70.6854	64.5561	39.786
k99_6074	101.589	117.852	97.2852
k99_6075	80.5586	85.7815	111.713
k99_6085	83.6577	84.1851	109.939
k99_6086	73.6149	64.7757	43.2497
k99_6089	30.4816	49.8313	36.3063
k99_6094	100.699	114.576	93.7625
k99_6097	73.2171	64.5233	45.0201
k99_6103	78.9377	85.0697	106.062
k99_6122	80.3185	84.4219	113.902
k99_6130	78.5809	87.6049	108.565
k99_6136	76.1547	86.5169	105.009
k99_6137	77.7798	50.4086	54.3376
k99_6138	10.2323	4.82716	0
k99_6140	69.994	67.7368	46.3586
k99_6142	102.774	117.834	95.7088
k99_6151	81.2451	82.7285	105.744
k99_6153	102.16	111.844	95.823
k99_6163	82.041	86.8615	111.56
k99_6168	100.97	114.149	98.7047
k99_6177	77.7234	87.9813	101.944
k99_6180	86.3465	85.8479	111.069
k99_6192	9.76271	21.0471	67.744
k99_6195	10.6902	19.4719	68.9815
k99_6200	86.3498	65.4256	69.807
k99_6208	100.552	117.103	99.9715
k99_6209	24.8385	16.6133	5.00502
k99_6247	75.4654	64.7099	44.475
k99_6248	80.8336	80.6909	111.828
k99_6252	76.783	84.1886	102.608
k99_6256	79.3012	86.7262	109.961
k99_6262	25.6925	15.085	4.92319
k99_6283	82.3587	82.9705	107.629
k99_6301	82.6169	84.4849	109.458
k99_6309	73.8006	68.5886	48.2041
k99_6318	9.96772	20.6624	70.05
k99_6322	81.0596	89.3346	110.943
k99_6323	10.5347	4.50483	0
k99_6324	77.196	67.6675	41.6793
k99_6330	79.5188	86.2216	107.992
k99_6345	10.7845	19.1843	69.5014
k99_6351	31.2015	50.9177	34.9666
k99_6352	73.1579	67.2156	44.598
k99_6353	76.2759	88.0725	100.181
k99_6354	82.7525	84.7094	109.372
k99_6364	10.2349	20.5849	69.3923
k99_6371	25.6897	15.8521	4.96574
k99_6385	101.465	116.365	96.6728
k99_6390	10.7941	5.18056	0
k99_6395	24.8776	15.2795	4.82011
k99_6400	71.9706	67.7197	51.1906
k99_6406	72.8315	60.0086	49.8488
k99_6409	101.88	116.542	95.7231
k99_6410	25.3763	15.1721	5.07474
k99_6411	12.3857	21.0497	72.6641
k99_6412	57.0953	77.4129	62.5178
k99_6426	83.4643	83.7511	94.2647
k99_6429	9.47408	16.933	74.4752
k99_6432	9.91767	20.5968	68.0554
k99_6437	80.5021	87.675	108.941
k99_6438	89.0359	88.2843	110.739
k99_6459	11.2022	21.4968	73.5159
k99_6462	102.308	116.552	94.7814
k99_6463	88.1547	79.2739	99.7591
k99_6464	85.6849	84.2322	107.59
k99_6466	301.402	440.225	355.139
k99_6478	80.0641	77.9686	114.861
k99_6485	86.6145	83.3409	111.747
k99_6491	14.4747	24.1682	72.6746
k99_6496	101.199	112.829	94.6785
k99_6497	32.176	51.0879	37.753
k99_6503	39.1817	58.6517	40.7695
k99_6505	11.0757	23.5505	70.8073
k99_6513	82.2837	83.607	111.542
k99_6528	80.3073	67.8612	48.9151
k99_6530	101.811	117.485	96.5424
k99_6534	72.8194	69.9521	50.2809
k99_6536	75.5191	85.2388	101.41
k99_6543	77.2074	84.6185	105.072
k99_6547	83.04	84.8913	109.796
k99_6561	56.1122	81.1166	64.0159
k99_6572	83.1952	82.5495	109.893
k99_6573	17.9405	30.8257	73.317
k99_6574	82.9289	70.8187	46.609
k99_6581	30.8887	51.1351	36.9018
k99_6582	81.1536	79.0046	107.485
k99_6607	81.6661	84.476	113.136
k99_6608	10.1656	19.7423	70.4978
k99_6609	98.8817	119.529	95.4981
k99_6610	15.4604	24.8921	66.6359
k99_6627	101.948	117.07	95.9383
k99_6629	83.5679	86.3151	107.448
k99_6632	81.333	83.22	112.273
k99_6633	86.3242	65.8336	68.876
k99_6634	73.4731	73.7278	101.493
k99_6638	80.1336	83.3842	95.9164
k99_6640	103.962	110.741	97.2051
k99_6642	26.2918	15.1943	4.79848
k99_6648	84.0463	89.2978	113.573
k99_6654	77.7728	86.3896	102.247
k99_6656	77.7277	87.4154	115.765
k99_6657	25.571	15.3045	4.97887
k99_6686	77.4296	84.5052	101.459
k99_6688	120.043	121.257	114.67
k99_6694	81.9201	87.684	110.014
k99_6698	86.4139	66.6058	71.1068
k99_6704	79.359	86.149	113.203
k99_6711	29.4366	50.85	37.7823
k99_6714	81.5804	83.3842	105.182
k99_6716	30.3038	50.6898	35.8939
k99_6722	76.5307	50.5477	54.2492
k99_6723	79.8319	85.105	111.381
k99_6724	10.5032	4.9266	0
k99_6739	87.0651	64.3005	69.4384
k99_6741	83.5053	92.3661	114.311
k99_6744	56.207	81.3022	64.3512
k99_6746	87.1626	81.6426	110.201
k99_6747	10.6618	4.95295	0
k99_6757	69.3632	64.4263	47.9689
k99_6764	10.2116	19.88	70.5964
k99_6767	82.4462	86.2267	111.76
k99_6771	12.2506	22.9684	68.7937
k99_6773	10.1762	5.04978	0
k99_6780	81.3908	68.3823	42.3325
k99_6794	61.7762	65.5343	85.1528
k99_6795	25.5953	15.3179	4.89014
k99_6797	11.4585	20.8138	68.5399
k99_6799	82.6726	83.3986	109.06
k99_6800	12.4649	20.0023	72.2301
k99_6801	79.2379	82.9738	109.83
k99_6804	76.6704	50.7176	54.4536
k99_6805	101.427	115.308	95.8836
k99_6806	11.082	20.8097	70.4794
k99_6818	10.1103	19.2163	74.8436
k99_6831	10.1096	20.2951	68.9959
k99_6837	78.9845	85.931	110.652
k99_6844	86.6949	66.17	69.7025
k99_6846	98.4679	121.581	94.8839
k99_6851	25.8975	15.6822	4.35474
k99_6852	10.0874	5.23511	0
k99_6853	77.5114	86.7457	107.451
k99_6855	77.3841	86.7125	118.332
k99_6860	10.0208	5.14692	0
k99_6868	25.3817	15.8747	5.48396
k99_6878	10.2851	4.29368	0
k99_6887	102.562	117.398	96.9031
k99_6890	79.7479	84.5875	102.366
k99_6894	101.353	117.157	95.9563
k99_6896	80.3549	89.0655	109.527
k99_6913	11.5086	18.7562	63.9286
k99_6915	78.296	79.3879	98.9461
k99_6916	102.843	116.848	98.3654
k99_6917	49.0911	52.7705	89.2785
k99_6920	26.0963	14.1328	5.38788
k99_6924	9.93729	20.7434	74.1505
k99_6926	12.8669	22.7802	77.8637
k99_6929	25.4875	15.2828	4.96957
k99_6931	80.3938	88.0587	111.414
k99_6935	71.3892	62.4057	42.5387
k99_6942	82.8244	83.8279	112.408
k99_6946	77.5564	86.7803	111.727
k99_6949	144.508	125.332	87.936
k99_6951	81.3088	87.2617	107.456
k99_6954	29.4972	49.7928	38.2868
k99_6955	83.6964	85.3293	109.035
k99_6973	79.2986	74.9309	96.7892
k99_6979	40.7798	35.4078	54.3522
k99_6980	81.2459	86.5896	113.352
k99_6991	9.07069	5.3229	0
k99_6992	100.191	119.347	93.4836
k99_6996	32.1039	50.7411	37.8356
k99_6998	84.1245	88.342	109.488
k99_7004	71.7872	76.9166	76.9968
k99_7012	80.9112	86.3349	114.363
k99_7014	102.055	116.307	95.8229
k99_7018	78.1086	86.4019	114.132
k99_7019	77.4743	85.413	113.602
k99_7020	75.0725	85.63	113.49
k99_7026	101.763	116.292	95.6814
k99_7028	102.311	114.811	94.5042
k99_7029	78.1955	86.6559	109.219
k99_7031	25.8974	15.0403	4.87091
k99_7034	100.303	118.214	94.9807
k99_7040	21.2822	30.5853	75.4268
k99_7045	79.1467	84.0627	100.338
k99_7048	56.4939	80.9702	65.1769
k99_7054	52.4374	47.867	88.257
k99_7058	10.6829	19.8276	74.7171
k99_7061	81.8863	85.857	104.483
k99_7063	10.709	4.56432	0
k99_7071	80.7062	88.4667	115.235
k99_7079	101.985	116.137	94.4074
k99_7082	102.864	117.543	96.9215
k99_7085	9.87642	20.6539	69.5012
k99_7086	81.5745	84.3565	106.177
k99_7093	55.5013	80.8974	63.768
k99_7094	78.0076	82.7449	111.336
k99_7098	82.9771	84.7817	110.492
k99_7104	50.6501	59.1332	94.3669
k99_7114	73.0726	68.44	45.7016
k99_7115	78.8282	87.6576	101.112
k99_7118	25.6008	15.18	5.0458
k99_7120	87.1181	66.3963	67.2847
k99_7123	102.261	116.413	95.2357
k99_7129	80.0038	85.7113	110.855
k99_7141	76.1023	87.5305	110.509
k99_7144	85.0985	83.3892	113.422
k99_7149	81.381	89.3508	115.638
k99_7150	70.945	66.3217	43.962
k99_7160	80.2723	85.6103	118.653
k99_7164	76.0385	86.8471	101.739
k99_7168	42.7645	34.8132	55.1584
k99_7173	80.1409	86.7796	115.924
k99_7176	79.3062	82.514	114.703
k99_7177	102.023	117.787	95.8315
k99_7182	10.4113	19.9756	67.714
k99_7183	79.1551	89.0753	112.55
k99_7184	78.287	70.572	110.705
k99_7186	72.1967	69.0324	45.6155
k99_7205	102.551	116.644	94.5333
k99_7215	76.8098	80.4925	105.999
k99_7225	26.7866	34.7703	76.8076
k99_7230	86.4854	89.9303	111.016
k99_7238	60.6874	81.9497	62.9936
k99_7243	81.2355	84.9255	114.46
k99_7249	25.7383	14.71	4.75357
k99_7251	70.8118	66.958	47.5104
k99_7255	9.82875	19.743	70.3148
k99_7266	27.5579	16.0343	4.64041
k99_7272	8.59907	21.4165	64.4794
k99_7283	43.1169	35.9775	54.3928
k99_7286	30.9808	49.9976	37.3591
k99_7293	75.7442	68.698	48.0535
k99_7301	55.7493	81.6083	65.1723
k99_7304	68.4846	63.2128	44.8881
k99_7306	78.3102	85.0364	104.19
k99_7307	55.9947	81.1763	64.1586
k99_7310	12.0037	21.9373	76.1021
k99_7321	102.192	117.467	94.7996
k99_7345	71.0308	72.6064	87.8954
k99_7347	85.3	78.0869	111.139
k99_7353	42.8276	36.6908	56.6123
k99_7354	25.567	14.7809	5.15263
k99_7361	25.3884	14.4801	4.92454
k99_7366	10.7634	19.3278	66.5565
k99_7372	74	81.7702	115.757
k99_7377	30.2365	50.13	37.4336
k99_7380	74.4108	67.3301	46.795
k99_7390	69.0878	66.2797	46.3893
k99_7396	10.5277	4.73426	0
k99_7408	10.2594	19.017	68.0808
k99_7412	83.8422	85.8369	114.054
k99_7414	10.3445	5.48229	0
k99_7420	10.9882	4.20815	0
k99_7425	9.83821	4.90322	0
k99_7430	55.0486	83.5568	66.1936
k99_7435	10.8405	17.2181	65.928
k99_7448	71.4295	65.2797	39.8998
k99_7450	82.1978	82.1774	109.731
k99_7452	74.7985	80.4448	103.822
k99_7457	30.6433	50.9341	36.8078
k99_7473	10.0769	21.4397	64.1211
k99_7483	76.56	85.7183	123.829
k99_7484	45.7802	35.3604	53.1176
k99_7489	76.4512	50.961	54.2496
k99_7490	61.3936	70.9806	103.539
k99_7491	42.0829	32.6671	50.9192
k99_7496	27.7245	36.6441	81.2632
k99_7497	80.7957	85.1255	116.976
k99_7507	72.4218	64.9807	45.5524
k99_7516	59.3267	82.2136	66.8674
k99_7519	10.214	22.5452	70.5328
k99_7526	77.467	90.7285	103.446
k99_7529	30.7893	50.3139	37.0382
k99_7532	11.0094	20.6543	69.4023
k99_7540	67.7357	68.1676	46.4939
k99_7543	111.604	125.451	108.659
k99_7544	86.5086	65.9052	69.4783
k99_7545	56.2323	80.8141	64.2446
k99_7546	80.5119	84.3078	113.489
k99_7558	100.598	117.508	94.6413
k99_7567	10.4623	19.0162	67.9911
k99_7573	70.8434	67.0569	41.0428
k99_7577	80.3856	79.7509	114.456
k99_7578	40.8459	35.4464	54.0303
k99_7587	25.8983	15.3768	5.00356
k99_7608	25.4758	14.9132	4.86417
k99_7613	89.1189	64.2903	69.5095
k99_7614	11.1681	22.2882	68.402
k99_7615	10.3963	5.13108	0
k99_7616	83.2306	81.6754	112.898
k99_7617	78.9382	80.8327	113.727
k99_7625	54.5335	82.1261	65.6552
k99_7626	26.6167	14.3835	4.63131
k99_7632	81.3773	86.6358	115.638
k99_7636	71.9812	76.3163	103.916
k99_7639	12.1634	5.38206	0
k99_7640	81.903	86.3715	112.198
k99_7645	71.7744	62.6254	45.1763
k99_7647	79.239	82.8469	112.964
k99_7670	80.7217	86.3482	114.622
k99_7673	69.9438	63.4769	46.8512
k99_7678	10.0809	19.6888	68.2376
k99_7680	24.94	14.1709	5.11679
k99_7691	76.5547	68.6335	47.6285
k99_7708	13.7542	24.7676	71.7385
k99_7713	10.4399	22.1441	74.1367
k99_7716	10.1513	20.3209	69.1473
k99_7719	86.7249	66.5512	69.1039
k99_7720	83.8679	86.4783	115.983
k99_7725	56.3355	81.0315	64.6166
k99_7739	117.64	161.994	128.383
k99_7762	10.2938	4.97505	0
k99_7771	77.5479	87.9838	109.707
k99_7776	77.0223	81.4683	103.669
k99_7777	40.6394	35.0924	55.3971
k99_7782	76.7722	71.4083	64.9346
k99_7802	80.4617	77.6972	103.413
k99_7804	10.2558	23.0777	69.6938
k99_7811	99.6052	117.549	94.6838
k99_7819	41.4128	35.8324	54.419
k99_7824	10.2003	4.82751	0
k99_7832	79.7112	81.4578	120.86
k99_7835	156.013	148.405	206.567
k99_7836	9.01494	20.7157	73.58
k99_7859	9.23967	19.5775	63.812
k99_7860	82.2956	81.3837	107.184
k99_7866	55.8095	81.0563	64.0841
k99_7870	80.5186	65.9112	49.8233
k99_7886	69.1731	64.914	46.4966
k99_7888	76.6556	51.161	54.6503
k99_7890	79.2729	92.1076	115.219
k99_7893	10.2653	5.34775	0
k99_7895	103.421	118.102	92.2821
k99_7897	100.643	116.551	95.5811
k99_7898	77.0406	83.6025	100.089
k99_7901	26.195	15.5851	4.99191
k99_7906	9.97105	5.09924	0
k99_7911	11.5328	20.2523	70.6301
k99_7924	56.1011	81.2282	63.6867
k99_7937	72.1626	67.9444	45.2972
k99_7938	82.8624	84.0227	108.318
k99_7941	79.7896	87.5994	110.156
k99_7943	11.5285	22.7422	70.7489
k99_7957	8.61986	15.7452	54.8064
k99_7959	103.443	117.695	96.4138
k99_7962	212.572	192.841	135.026
k99_7967	77.6105	84.2078	106.516
k99_7969	10.0641	5.05991	0
k99_7975	12.4609	22.1056	66.4509
k99_7979	83.6446	80.4101	107.507
k99_7980	75.2857	66.8186	40.5317
k99_7982	101.633	116.798	96.7403
k99_7984	30.8877	49.4162	38.4477
k99_8001	102.802	117.193	94.3458
k99_8004	30.6688	50.9213	37.0837
k99_8019	25.4264	15.0428	5.24783
k99_8021	70.2852	67.6305	47.8387
k99_8022	9.28028	17.7648	67.0558
k99_8023	69.7647	70.654	43.0381
k99_8024	81.2749	84.8989	109.051
k99_8025	13.1524	17.6981	59.4897
k99_8028	84.1393	87.8412	116.078
k99_8030	70.0518	55.482	44.1651
k99_8039	65.4524	64.2077	44.7923
k99_8042	9.19386	20.5377	65.6561
k99_8043	72.6852	63.7292	48.1847
k99_8050	7.5609	18.9008	60.7466
k99_8056	33.6348	54.9923	37.9208
k99_8063	39.0146	45.6061	90.7744
k99_8067	76.9341	77.2114	106.032
k99_8076	31.1025	51.7321	38.0894
k99_8085	10.0711	4.72532	0
k99_8086	25.3662	14.4216	4.70769
k99_8108	12.1434	20.7466	72.4038
k99_8116	11.288	18.0759	67.847
k99_8117	40.71	35.5896	53.6203
k99_8118	79.4192	86.5496	114.207
k99_8125	70.0708	62.8868	45.5774
k99_8126	70.5253	70.7342	45.2078
k99_8130	10.7381	19.1577	65.5409
k99_8135	69.859	65.8552	45.5877
k99_8142	86.3269	66.3314	68.4355
k99_8143	81.4117	89.0361	114.73
k99_8144	55.7714	82.2482	64.58
k99_8150	102.241	115.409	96.132
k99_8188	11.3797	20.3585	65.0205
k99_8190	79.0567	88.2779	99.3532
k99_8197	72.7969	64.0885	43.5812
k99_8207	76.4641	73.9848	48.732
k99_8216	26.1301	14.0875	4.8245
k99_8225	78.6475	84.9962	106.976
k99_8243	83.8175	85.7347	116.76
k99_8248	86.2121	67.7261	68.7854
k99_8253	76.7066	50.9753	54.6119
k99_8254	30.3291	49.9014	36.9193
k99_8259	40.3467	35.4149	54.1719
k99_8260	24.7932	15.0924	5.10318
k99_8263	102.402	117.902	94.5987
k99_8264	39.4557	35.6269	57.0237
k99_8270	41.4019	35.5461	54.3466
k99_8275	42.9778	34.7816	55.1318
k99_8281	80.2926	88.8505	110.508
k99_8309	31.1485	52.0919	37.5441
k99_8312	102.004	117.258	96.9904
k99_8318	77.9123	85.7276	106.766
k99_8342	81.6374	82.5612	112.148
k99_8343	25.4717	15.2721	4.71597
k99_8351	78.5911	84.782	104.504
k99_8353	30.2147	50.3105	37.2859
k99_8355	81.3069	88.5035	116.925
k99_8372	11.8445	20.3575	66.7494
k99_8386	79.7902	86.9363	108.691
k99_8387	102.016	116.955	96.9622
k99_8388	8.28111	20.8882	58.8756
k99_8392	79.5745	87.3551	113.333
k99_8393	8.98459	20.3859	72.3717
k99_8397	80.165	83.9947	110.658
k99_8398	79.0374	83.6938	115.313
k99_8404	102.604	118.098	94.4011
k99_8405	73.6216	65.7431	42.6734
k99_8407	77.8884	86.3859	105.062
k99_8419	12.7939	16.4693	70.5085
k99_8428	79.5819	85.8485	114.86
k99_8440	176.504	249.175	193.625
k99_8441	72.25	66.5434	44.3901
k99_8448	71.1951	65.2867	48.2562
k99_8451	102.811	117.356	95.4739
k99_8467	73.936	84.718	111.072
k99_8471	101.799	116.863	96.8241
k99_8482	79.5521	85.444	109.437
k99_8484	73.0396	67.2036	47.3804
k99_8487	10.0852	5.0771	0
k99_8495	99.4769	109.343	98.464
k99_8499	86.356	95.9762	123.694
k99_8504	11.2034	21.6267	73.5817
k99_8506	10.3369	19.6838	67.9519
k99_8517	71.7804	64.2567	48.4336
k99_8529	79.9905	84.3338	113.245
k99_8531	80.7824	86.1019	112.494
k99_8535	66.8638	66.6819	43.9936
k99_8538	86.4721	65.3282	69.8682
k99_8540	9.69001	20.9472	69.1519
k99_8557	105.815	117.905	96.9809
k99_8559	82.6541	87.5063	116.061
k99_8563	86.2636	65.8574	68.2824
k99_8565	80.6966	78.2076	102.033
k99_8567	102.351	117.048	95.0624
k99_8574	11.1638	24.9564	71.8202
k99_8575	81.2446	85.7547	110.721
k99_8577	77.6734	73.9457	63.5701
k99_8589	65.5306	65.0658	47.2749
k99_8612	10.241	5.02668	0
k99_8649	102.832	117.125	96.8673
k99_8656	77.2466	82.5593	115.143
k99_8657	13.1899	26.3427	79.1959
k99_8662	72.9315	85.9384	110.475
k99_8663	25.4772	15.4006	4.98496
k99_8664	71.4179	65.7217	46.0246
k99_8667	9.35506	17.9546	68.0914
k99_8670	77.8068	83.2835	115.769
k99_8672	30.195	51.101	35.7469
k99_8691	78.2203	89.2292	116.892
k99_8695	25.2681	15.3069	4.98785
k99_8696	23.6626	14.2505	5.19565
k99_8706	80.7219	82.676	110.521
k99_8715	56.2471	80.7846	65.0029
k99_8725	81.1261	83.5106	115.834
k99_8741	101.987	117.077	96.4472
k99_8744	67.286	64.3665	46.9725
k99_8747	102.07	116.169	95.1268
k99_8750	67.23	62.0897	46.1514
k99_8752	80.2187	85.1139	115.142
k99_8757	72.2759	66.7847	45.8772
k99_8759	80.2761	84.3533	100.704
k99_8769	67.6945	65.2347	42.6444
k99_8771	9.84534	18.5477	68.1038
k99_8774	75.42	88.5018	115.614
k99_8800	81.0133	88.4023	114.835
k99_8801	14.7982	25.0868	70.4265
k99_8804	221.401	323.075	262.712
k99_8808	73.6465	65.1711	48.1061
k99_8809	81.4917	88.6813	108.257
k99_8818	30.6711	50.4748	36.8963
k99_8820	12.6055	21.506	71.9952
k99_8822	85.6392	48.6364	0
k99_8825	10.9241	26.667	88.8384
k99_8827	79.4517	88.366	114.73
k99_8828	69.7612	62.4424	46.2379
k99_8829	103.591	113.189	95.9157
k99_8832	55.9692	81.1504	63.7724
k99_8833	83.7313	85.6017	115.405
k99_8839	10.9879	21.7091	65.237
k99_8845	69.3037	72.02	43.8081
k99_8854	79.3834	83.0919	107.514
k99_8855	77.6754	80.6956	118.445
k99_8866	29.034	50.7219	36.89
k99_8871	80.0989	86.93	111.55
k99_8885	57.0579	82.4243	64.256
k99_8908	10.2718	19.239	70.9112
k99_8918	86.6598	66.7066	69.351
k99_8929	66.0028	62.8476	47.0317
k99_8931	25.5005	15.2438	4.7942
k99_8946	82.4363	84.3114	109.697
k99_8957	70.6807	65.5875	45.3421
k99_8961	10.5	19.2861	68.9063
k99_8962	72.2003	64.2149	44.9503
k99_8963	74.8646	62.7984	49.4735
k99_8966	82.3312	83.1057	104.747
k99_8968	11.1052	20.1129	73.9837
k99_8975	10.0466	4.89016	0
k99_8976	78.7414	78.1895	100.148
k99_8989	25.3179	14.4411	4.80383
k99_8992	9.7697	21.2272	69.6553
k99_8994	74.8791	87.0887	109.632
k99_9001	31.03	51.8182	36.3844
k99_9003	80.5704	87.1725	110.268
k99_9005	68.6114	63.8656	49.6338
k99_9006	11.0219	21.2532	67.097
k99_9009	9.68085	20.869	69.3001
k99_9012	25.1056	15.3372	4.78917
k99_9013	79.8062	85.7704	115.082
k99_9014	113.342	161.621	127.335
k99_9017	74.4405	64.6748	43.1856
k99_9018	86.4464	66.2853	68.8127
k99_9022	9.53233	24.9372	69.6917
k99_9027	25.8961	16.1401	5.01355
k99_9031	111.892	115.36	95.6141
k99_9033	105.44	121.44	93.473
k99_9037	10.2009	5.11033	0
k99_9038	82.5099	83.8546	109.206
k99_9042	80.296	81.0225	106.727
k99_9047	9.47504	19.817	69.1213
k99_9053	54.2557	83.315	62.8941
k99_9057	72.3354	65.2849	45.2626
k99_9069	11.1182	18.7375	69.1855
k99_9080	72.087	61.8567	43.9568
k99_9086	30.9279	51.1018	37.2166
k99_9091	101.491	116.757	95.8379
k99_9094	80.4461	84.2068	115.199
k99_9096	8.32061	18.8351	68.8664
k99_9098	34.0367	64.7502	207.203
k99_9115	41.3866	34.9451	54.1522
k99_9122	84.8658	88.4168	104.841
k99_9128	20.348	30.0366	75.0935
k99_9130	78.1219	66.5305	113.004
k99_9135	28.7749	36.9561	85.1005
k99_9138	12.6386	23.882	69.3116
k99_9140	8.85195	21.2917	66.6489
k99_9148	31.4772	50.3956	37.0659
k99_9153	29.6411	50.5842	35.9031
k99_9156	41.1695	35.6694	54.0701
k99_9157	31.5738	51.0077	37.2894
k99_9161	107.602	116.837	95.1126
k99_9162	77.2945	66.2772	46.0011
k99_9167	8.11974	20.6106	76.3441
k99_9168	82.1967	88.3016	109.325
k99_9184	12.1746	23.8636	69.823
k99_9186	102.863	116.862	95.377
k99_9187	75.6144	67.177	46.3654
k99_9190	84.0302	85.6037	113.754
k99_9199	101.294	119.294	93.8886
k99_9217	30.4131	50.8818	37.8282
k99_9218	82.5394	88.2126	116.361
k99_9229	23.7124	15.5927	5.3231
k99_9231	83.7858	86.2253	117.039
k99_9234	30.1896	50.892	36.6579
k99_9241	71.2925	68.9184	44.257
k99_9250	30.7117	50.9996	37.1526
k99_9252	10.3109	21.1975	66.2772
k99_9262	67.3088	65.886	44.685
k99_9266	40.561	35.8931	54.7806
k99_9273	79.5495	85.1591	111.642
k99_9280	72.2865	64.5585	49.2044
k99_9284	40.9371	35.0743	54.6267
k99_9287	72.1502	62.5091	42.5978
k99_9288	11.2698	19.4768	71.0928
k99_9296	71.6372	66.3981	46.0193
k99_9299	83.0388	78.3529	106.155
k99_9306	103.314	117.266	96.9247
k99_9318	68.755	63.429	43.983
k99_9322	79.8907	62.9278	40.2915
k99_9324	9.23976	21.009	63.4555
k99_9338	82.4994	83.1787	108.178
k99_9349	28.2362	36.23	82.6384
k99_9360	84.1444	80.6167	109.696
k99_9363	75.8735	81.1431	100.237
k99_9382	102.014	115.794	96.1155
k99_9401	81.8413	85.4512	111.323
k99_9403	69.8936	66.3191	47.0689
k99_9405	103.127	117.364	95.207
k99_9406	86.6432	65.9535	69.1887
k99_9411	41.158	45.6469	81.3802
k99_9415	80.4992	82.2296	113.415
k99_9418	82.8001	89.3311	115.173
k99_9420	69.2176	70.9943	48.229
k99_9431	82.8898	84.0329	117.476
k99_9432	8.06717	20.3018	66.7417
k99_9436	76.2586	82.6118	108.995
k99_9448	82.9952	85.5108	100.867
k99_9449	103.385	116.536	94.6979
k99_9451	93.0617	161.985	116.987
k99_9453	10.4882	20.7034	68.3021
k99_9456	84.4107	84.8994	110.429
k99_9460	67.2519	69.1411	50.7045
k99_9462	88.924	76.0651	49.7685
k99_9466	8.85056	19.1682	69.1748
k99_9477	10.6189	4.90081	0
k99_9502	70.0374	69.3971	46.2765
k99_9535	75.0699	68.2657	41.7421
k99_9545	26.2511	14.7919	4.77113
k99_9564	10.5477	18.1538	71.6339
k99_9565	76.7347	50.614	54.4727
k99_9569	66.7229	66.861	43.2141
k99_9588	71.6231	63.9463	44.3793
k99_9589	12.1877	5.81775	0
k99_9590	8.88081	5.17345	0
k99_9596	81.246	85.8985	111.592
k99_9599	10.1683	18.6709	69.3561
k99_9605	72.9975	63.7727	48.4677
k99_9619	40.7596	35.5154	54.6735
k99_9620	9.44639	5.20317	0
k99_9621	40.5937	35.2938	54.4809
k99_9623	72.6216	66.6087	46.3497
k99_9624	78.1825	79.0715	92.4806
k99_9625	40.2109	34.9347	54.878
k99_9629	75.9514	69.2515	107.687
k99_9637	76.4253	50.6208	54.2806
k99_9640	40.7059	35.4296	54.405
k99_9646	25.6778	15.0362	5.04988
k99_9648	9.48634	18.9559	66.5567
k99_9649	30.9063	51.3768	37.4228
k99_9651	79.8926	86.213	113.932
k99_9656	101.776	116.876	94.7936
